optaPersonId,firstName,lastName,Speed PC1,Dynamic Movement/Acceleration PC1,Attacking Runs PC1,Creation PC1,Goals PC1,Ball Carrying PC1,BTL PC1,Pressing PC1,1v1 Att PC1,Aerial Presence PC1
427203,Richard,Ledezma,0.362558473,0.65126702,0.765347614,0.296984894,0.82231095,0.423631032,0.01446113,0.443896776,0.448829547,0.067628438
446786,Adrian,Benedyczak,0.402643826,0.221518004,0.514733556,0.028053762,0.008493163,0.264144572,0.364973198,0.167158698,0.047583737,0.379934049
544828,Tomasz,Pienko,0.148283892,0.448377219,0.364655772,0.811907912,0.924431389,0.131821853,0.92460797,0.667209026,0.47353166,0.729789428
490859,Raúl,García,0.452625938,0.003803785,0.794350827,0.447368935,0.695150462,0.138024095,0.72569579,0.660449041,0.978253137,0.64344348
433162,Christian,Borrego Isabel,0.173387326,0.169877798,0.551132744,0.892556343,0.693350853,0.782517055,0.033006762,0.051104397,0.565020324,0.868002916
451341,Ayase,Ueda,0.389273608,0.784531604,0.947120008,0.574656903,0.304059047,0.356558961,0.07501275,0.161889599,0.107599105,0.696734351
250871,Vasil,Kusej,0.600010223,0.192867253,0.372820681,0.563640742,0.236821913,0.619570775,0.97757336,0.787123606,0.728192775,0.767412016
514358,Samson,Tovide,0.639749731,0.338578701,0.907610507,0.548289443,0.328922546,0.089181571,0.361237237,0.384209544,0.434556881,0.176549936
433012,Deandre,Kerr,0.608307496,0.726740148,0.472555396,0.508616277,0.240679149,0.237947078,0.413395806,0.556881415,0.958685738,0.83000008
482328,Olakunle,Olusegun,0.586338479,0.242729289,0.425921652,0.137965429,0.727548489,0.621548098,0.946487839,0.392987345,0.207781723,0.77050076
495068,Ibrahim,Said,0.643711323,0.385136595,0.566326653,0.140984994,0.398797627,0.164486625,0.968859742,0.1610111,0.047350015,0.453210699
499124,Nikita,Saltykov,0.943225208,0.466893735,0.668530956,0.211135303,0.482339208,0.880522303,0.696773024,0.07875364,0.069270741,0.606540198
442911,Ademir,da Silva Santos Júnior,0.137171645,0.815396176,0.8421547,0.963620255,0.373201449,0.090719667,0.829389036,0.998255886,0.299152377,0.967428408
101615,Jenison,de Jesus Brito e Brito,0.569973656,0.044616297,0.436502426,0.007692207,0.639092633,0.61403095,0.768801731,0.469703631,0.736828708,0.379007048
521142,Milton,Giménez,0.851933819,0.698802365,0.192296741,0.794069751,0.257849576,0.006258257,0.006680236,0.06335481,0.858876037,0.817225696
482920,Bruno,Sepúlveda,0.405044323,0.502572874,0.483814326,0.887059098,0.311381906,0.985533642,0.39616659,0.409686121,0.390275851,0.39845222
428624,Hamadi,Al Ghaddioui,0.845416236,0.483262677,0.346426813,0.962415103,0.653527319,0.173497196,0.141507573,0.049214931,0.2890079,0.616091471
426184,Christos,Albanis,0.555789333,0.750759439,0.967371045,0.764041376,0.978595396,0.005901738,0.679929319,0.10102989,0.218250795,0.89187813
484456,Giuseppe,Di Serio,0.097621263,0.025253677,0.237427599,0.14367029,0.413449873,0.531237117,0.962218917,0.201692068,0.788889787,0.848830949
476888,Sékou,Mara,0.530629741,0.998446124,0.411701744,0.99779501,0.546584767,0.886999606,0.92601991,0.165070428,0.648433151,0.054259561
465572,Reda,Khadra,0.957139203,0.431108462,0.806622559,0.106158693,0.347957863,0.297080113,0.535720665,0.065305048,0.410902306,0.723639378
476414,Youssouph,Badji,0.797618135,0.588441288,0.52759097,0.330004162,0.544260967,0.397109696,0.405862748,0.957250448,0.224859856,0.231680182
432461,Ilya,Shkurin,0.357034218,0.090580952,0.736330449,0.401213016,0.377847712,0.6860729,0.968915616,0.657206457,0.366074868,0.953527217
442673,Aurélien,Scheidler,0.844903545,0.06388812,0.76032639,0.805523945,0.282935848,0.944179757,0.288307214,0.317774335,0.958408024,0.992655245
452268,Luca,Pfeiffer,0.54043418,0.800701358,0.050252951,0.137234756,0.842428925,0.860924492,0.775362786,0.421332155,0.250092445,0.008722572
244449,Mikael,Anderson,0.908277038,0.110421792,0.481260675,0.965023415,0.074688184,0.539375871,0.010103391,0.790121016,0.280751295,0.885338689
174816,Myrto,Uzuni,0.219153921,0.95337777,0.177256413,0.331049521,0.383862805,0.299728915,0.036528238,0.873316649,0.988983359,0.52605356
156293,Vedat,Muriqi,0.118704451,0.139771656,0.435835602,0.743631792,0.414137348,0.706804773,0.187563586,0.13425342,0.473446955,0.676723612
531004,Bamba,Dieng,0.574465855,0.4315577,0.071301931,0.94086417,0.708884979,0.593103072,0.072716806,0.445475837,0.015134606,0.82630306
458345,Cheikh,Sabaly,0.504471567,0.697732605,0.486070384,0.019351884,0.272038879,0.066491187,0.948991144,0.429640701,0.900872947,0.142366712
195551,Giorgos,Masouras,0.038017657,0.398849313,0.312964299,0.329951209,0.034021735,0.67276433,0.552695932,0.150396453,0.529935846,0.030118145
463057,Javi,Martínez,0.32441927,0.095078035,0.047108635,0.98338367,0.876440799,0.431241493,0.644586481,0.200499842,0.950747682,0.042311339
241757,Dario,Vizinger,0.430207054,0.052527581,0.996478098,0.79046234,0.97921637,0.448521535,0.894104933,0.780614186,0.440532307,0.060789758
118605,Erdogan,Yesilyurt,0.414736049,0.997485493,0.665712108,0.044609102,0.831387567,0.714131216,0.362494671,0.430324793,0.719883316,0.891368396
487275,Michal,Beran,0.052674568,0.836214576,0.912335587,0.264177514,0.105580856,0.508782692,0.328495118,0.66071782,0.223958485,0.468896639
430502,Imad,Rondic,0.716029232,0.757816761,0.543478738,0.649681174,0.145905416,0.427120324,0.03533953,0.555811674,0.113293647,0.829665511
445873,Jackson,Muleka,0.100281781,0.367423381,0.100386135,0.276291897,0.872958488,0.237689838,0.973705465,0.738832808,0.428166491,0.403424596
438234,Omar Khaled Mohamed Abd Elsala,Marmoush,0.790688633,0.745347181,0.062811486,0.223799574,0.536887566,0.626705192,0.16765378,0.957267722,0.391448806,0.525957306
486795,Andrey,Mostovoy,0.89962298,0.695814792,0.878799721,0.409703196,0.683553224,0.276197125,0.925597057,0.467591583,0.157257688,0.853387982
490512,Musa,Qurbanli,0.730420509,0.058810304,0.285682674,0.46839233,0.490096449,0.961465792,0.123610353,0.748508511,0.696978594,0.21415404
438562,Allahyar,Sayyadmanesh,0.424432951,0.455607297,0.703564781,0.309241867,0.650670417,0.552537743,0.344657948,0.262003779,0.211845232,0.822284218
250468,Elton,Kabangu,0.263999838,0.533914753,0.135769431,0.811850652,0.886283199,0.130343695,0.022093843,0.811177862,0.923023412,0.377462158
441332,Delano,Burgzorg,0.013493993,0.732027191,0.860002319,0.803553904,0.415626059,0.176872627,0.538933731,0.703029737,0.716664019,0.053040925
481841,Madson,de Souza Silva,0.932535134,0.109212045,0.494068495,0.499049525,0.642028055,0.678336482,0.455745841,0.645792311,0.973506194,0.574429449
230376,Jhon,Arias,0.669412425,0.242740148,0.367519271,0.907795939,0.753610426,0.536162917,0.24832198,0.849003495,0.455416028,0.178349483
151552,Carlos,Garcés,0.642565094,0.633852438,0.561727577,0.034054425,0.111792774,0.5258107,0.392022797,0.393422397,0.545195232,0.334874303
480982,Isidro,Pitta,0.287776602,0.176156707,0.228478527,0.946943079,0.091090667,0.175790944,0.685704832,0.969182508,0.62997356,0.455321409
443957,Andy,Polar,0.262112327,0.231000954,0.467915291,0.846038423,0.507003619,0.156090042,0.197419542,0.638914109,0.115645225,0.615789801
474842,Santiago,Rodríguez,0.08654077,0.287931272,0.144212915,0.524369611,0.471344383,0.084630548,0.199751751,0.974334468,0.755267799,0.901409817
169261,Luis,Urruti,0.454618764,0.083205148,0.93385075,0.114627869,0.041142717,0.267695442,0.645101392,0.458770919,0.472402142,0.542084033
440272,Lameck,Banda,0.232268054,0.636763263,0.617727811,0.412102152,0.364361708,0.522744605,0.355002194,0.378458506,0.927918162,0.047671307
486902,Aleksandr,Dolgov,0.148586296,0.767688915,0.642983992,0.03143073,0.465555024,0.590443341,0.382000127,0.159241824,0.715144859,0.669110687
439200,Roman,Tugarev,0.079789353,0.141791706,0.322049907,0.333438067,0.35832211,0.62772642,0.798194739,0.620074283,0.722985239,0.562042266
220312,Andrés,Vombergar,0.993098112,0.195788258,0.454808225,0.131348818,0.773888263,0.950513813,0.383683149,0.31983692,0.666215113,0.157770795
444335,Andrey,Egorychev,0.702094983,0.766939924,0.656305436,0.631163019,0.424970292,0.843705573,0.400502941,0.109726164,0.536251045,0.55702842
162856,David,Karaev,0.118753978,0.242265676,0.485155825,0.054157473,0.415324956,0.852912193,0.246863918,0.535761904,0.370548872,0.890506897
210824,Ylldren,Ibrahimaj,0.574498981,0.770616407,0.062037293,0.380387769,0.123322508,0.183912651,0.464140955,0.455533841,0.563541811,0.579133879
524486,Jarne,Steuckers,0.204832627,0.624304415,0.82335899,0.498618539,0.860032911,0.131202258,0.208685398,0.69036053,0.075797006,0.077102384
463677,Abdoulie,Sanyang,0.735796413,0.601470248,0.045678852,0.916548548,0.266558649,0.876533522,0.032039561,0.993924711,0.598579787,0.405433668
490584,Paul,Mukairu,0.953927335,0.29631838,0.585856478,0.255079197,0.145884206,0.680188196,0.526749118,0.306075189,0.197382895,0.653661321
481047,Muhammed,Badamosi,0.170984107,0.077613622,0.020334129,0.758240205,0.257781533,0.680427736,0.530870879,0.616565372,0.828598621,0.247988968
185599,André Luís,Silva de Aguiar,0.617501133,0.279138686,0.244448174,0.930337527,0.269370991,0.399700815,0.162525228,0.540858506,0.645034438,0.845381654
510369,Derik Gean,Severino Lacerda,0.099005682,0.694138396,0.43792387,0.046273368,0.795772259,0.480266373,0.466179111,0.873616116,0.874994507,0.18915285
510915,Arthur,Allemeersch,0.29173503,0.436710055,0.048209469,0.78838162,0.508704288,0.061022947,0.229561731,0.093816589,0.823710907,0.738765056
221533,João Pedro,Sousa Silva,0.672962466,0.631906407,0.947519498,0.681134859,0.700965045,0.449076204,0.45713604,0.982436327,0.058614371,0.922016611
489088,Charles-Andreas,Brym,0.659167887,0.434816594,0.266307944,0.840265875,0.296869048,0.144482412,0.742664926,0.093753518,0.907832646,0.021502992
501642,Isaac,Nuhu,0.414214565,0.218003555,0.775066192,0.160597758,0.620602845,0.70378611,0.858358013,0.311565358,0.743943225,0.581150216
448424,Anderson,de Oliveira da Silva,0.422574122,0.509972833,0.256000364,0.783055652,0.076757413,0.196374361,0.522978085,0.4020085,0.649463244,0.858022304
230909,Roberto,Ordóñez,0.865478764,0.170727913,0.05535877,0.07121508,0.654174255,0.224923725,0.286650862,0.973507344,0.687426715,0.492335461
196150,Janio,Pósito,0.186393411,0.061596493,0.64126735,0.29402147,0.885453728,0.682013106,0.41391922,0.756781615,0.09697561,0.968858725
139114,Pablo,Lavandeira,0.921790709,0.098280823,0.472352435,0.425962235,0.725408579,0.60513047,0.875420412,0.708751178,0.200263373,0.353967671
220819,Marcos,Lliuya,0.221841617,0.648305148,0.747263353,0.778896564,0.615918677,0.996519849,0.677823937,0.3609642,0.843924345,0.670540976
196215,Ronal,Huaccha,0.529808015,0.202789317,0.796312907,0.214878912,0.758196208,0.024355232,0.33231944,0.150781234,0.578164159,0.014784283
198993,Joffré,Escobar,0.425576789,0.262396527,0.91339062,0.597503514,0.54988965,0.421169919,0.01122898,0.730599606,0.302682655,0.603687046
501608,José,Carabalí,0.319130674,0.599052838,0.135183718,0.751552511,0.301649113,0.024157099,0.226609643,0.669479052,0.184828612,0.671619771
454833,Maximiliano,Rodríguez,0.276670785,0.255656353,0.321800123,0.352083084,0.355215564,0.996141469,0.724855553,0.287621529,0.362747488,0.614927873
209596,Francisco Edson,Moreira da Silva,0.621118391,0.09565492,0.309654057,0.381097117,0.334419015,0.406771011,0.771959986,0.5860337,0.412839525,0.825381455
446103,Brandon,Palacios,0.465444676,0.010178688,0.819896321,0.971389911,0.885725328,0.364120512,0.65643856,0.503620111,0.762526032,0.287918509
137412,Sebastián,Sáez,0.831960019,0.170042223,0.317391743,0.305969486,0.750343854,0.471167238,0.713414318,0.210133574,0.707577535,0.909232139
202666,Lisandro,Alzugaray,0.629024203,0.104042551,0.427200511,0.996569392,0.463341764,0.210269531,0.44369467,0.656591062,0.015331532,0.656969493
209279,Fernando José,Marques Maciel,0.614387921,0.665532169,0.322540773,0.076765403,0.543267669,0.45114512,0.572875197,0.870936956,0.743210692,0.295988326
217486,Adama,Traoré,0.233297206,0.927686976,0.65195799,0.091598203,0.441196192,0.793354526,0.084133547,0.694915097,0.248896462,0.13044062
449266,Frank,Castañeda,0.898253114,0.639756694,0.886356419,0.356400833,0.869277695,0.843211678,0.987491244,0.29229444,0.088389948,0.56617137
232290,Kamil,Zapolnik,0.984016918,0.156953497,0.32009522,0.136348819,0.331851083,0.221437674,0.386276558,0.796927387,0.342563216,0.73997184
437110,Dante,Sealy,0.706496916,0.897341656,0.253944827,0.558511815,0.083271996,0.463092504,0.50984067,0.864298726,0.474778599,0.971516796
614993,Christopher,Bonsu Baah,0.991794951,0.725791722,0.773114689,0.005447834,0.088161394,0.034175679,0.686528806,0.356344126,0.275503747,0.750293266
457856,Gedeon,Guzina,0.198599284,0.613350748,0.591385737,0.099127715,0.220594497,0.934745025,0.266662112,0.403193795,0.196561476,0.359923967
242720,Lachlan,Brook,0.31508296,0.272434954,0.246937206,0.385977182,0.760270634,0.296232792,0.713194177,0.628596769,0.61107633,0.299175266
103617,Amar,Rahmanovic,0.157800668,0.536371743,0.980453008,0.011199345,0.639740765,0.829665945,0.330004208,0.975829125,0.052676019,0.920025872
474036,Marino,Hinestroza,0.696507854,0.571027372,0.269185201,0.234046187,0.728046697,0.718597154,0.998519679,0.489112775,0.97171347,0.896175274
219570,Adam,Vlkanova,0.177027166,0.753606147,0.427532887,0.02516544,0.154181924,0.748403015,0.472247556,0.638063854,0.466296858,0.355692244
73388,Andy,Cook,0.162274482,0.194385489,0.846021433,0.711863537,0.071744506,0.695173364,0.969247861,0.35813693,0.993526325,0.335645048
199996,Alex,Newby,0.840270444,0.750629406,0.260630512,0.045600679,0.546476249,0.204959034,0.929934646,0.701518283,0.534553829,0.332243784
231826,Luke,Hannant,0.18366953,0.618170759,0.226335914,0.18479154,0.64775225,0.943277883,0.428865148,0.940315772,0.637854688,0.004642799
221285,Danilo,Orsi,0.412602189,0.580929255,0.774055658,0.13412139,0.634481836,0.243613855,0.825484387,0.152105513,0.078428185,0.990706395
109378,George,Thomson,0.849460894,0.973487403,0.161532616,0.771956346,0.792223146,0.640866336,0.802521705,0.006911475,0.451313607,0.619912285
554394,James,Gale,0.754464997,0.773971223,0.296440853,0.754929532,0.082205184,0.58278884,0.528710652,0.195841354,0.06442898,0.187112389
159174,Mitchell,Pinnock,0.356685217,0.375591347,0.468967807,0.68310532,0.013396595,0.810834139,0.865546112,0.214234551,0.825422503,0.755326335
232754,Tyrese,Sinclair,0.703430473,0.779236768,0.103912502,0.706617589,0.470891821,0.734176086,0.301373961,0.956420271,0.902162111,0.523156532
60295,Connor,Jennings,0.063109919,0.160282576,0.000397527,0.40607571,0.518333658,0.016250606,0.183236507,0.367502688,0.784617117,0.293720864
538865,Elliott,Nevitt,0.243157674,0.188056346,0.714283321,0.976613326,0.43792789,0.237393132,0.921098401,0.986859265,0.635465618,0.054020847
442547,Tom,Knowles,0.547719032,0.042615366,0.061698551,0.182172289,0.546040027,0.586236605,0.508529257,0.015179804,0.291544315,0.487619642
549734,Nordine,Kandil,0.376627817,0.917341041,0.06031517,0.272837712,0.181538366,0.371562338,0.838158127,0.774902925,0.612125796,0.931908788
549820,Augustine,Boakye,0.408186733,0.739288259,0.340144215,0.689746874,0.661043235,0.346695337,0.931120593,0.150642052,0.459403711,0.920465251
428467,Arbnor,Muja,0.260879477,0.373026454,0.639099614,0.890299039,0.378235829,0.870408595,0.558877777,0.983603395,0.615118206,0.65085554
512780,Patriot,Sejdiu,0.497067411,0.922599109,0.587744367,0.399578882,0.022254586,0.838029971,0.849248917,0.645147237,0.693171882,0.441313478
431028,Ricardo,Monreal,0.863204584,0.504080657,0.165038358,0.917416374,0.084147264,0.010259177,0.31252005,0.837834103,0.841285706,0.874574611
430199,Jack,Hamilton,0.395305204,0.469194728,0.450379239,0.174922059,0.948058368,0.033506797,0.30070033,0.160990581,0.490153243,0.440268736
165630,Alan,Forrest,0.997360022,0.29338009,0.943867655,0.905811533,0.026704485,0.734195073,0.837244974,0.656470366,0.326061591,0.772287625
233121,Callum,Hendry,0.99784588,0.449494656,0.545448429,0.242928008,0.759105113,0.533855654,0.594472789,0.629755478,0.056560672,0.584875908
244161,Nikolas,Agrafiotis,0.026629523,0.179319501,0.165863929,0.982159018,0.393400097,0.325648656,0.248674599,0.583470326,0.695147403,0.799306013
245555,Mohamed,Turay,0.540635794,0.866527474,0.069486069,0.921613396,0.541285894,0.243370904,0.422182714,0.119026547,0.280654415,0.161575829
199830,Pep,Biel Mas Jaume,0.922987753,0.919730569,0.899053034,0.54550488,0.851963219,0.761289329,0.518182372,0.567202702,0.294058244,0.635591903
189664,Gustaf,Nilsson,0.021824979,0.532020584,0.94075436,0.938140589,0.040108646,0.346028951,0.380563935,0.884715752,0.616830199,0.974594275
492153,Dom,Jefferies,0.455065768,0.520941665,0.266406959,0.284188824,0.18594318,0.867720505,0.970216415,0.432261219,0.320942285,0.95088433
213372,Harry,Clifton,0.513276372,0.341561447,0.811913961,0.427678345,0.840083788,0.929978551,0.19836265,0.146965474,0.102700741,0.80682248
235649,Will,Evans,0.783887564,0.233776042,0.125860504,0.618788637,0.774668031,0.675143957,0.909505861,0.958019351,0.259336453,0.320162457
208001,Keijiro,Ogawa,0.802664316,0.366975017,0.436312961,0.473409893,0.018940322,0.950814789,0.714327421,0.357331138,0.204641905,0.288490213
223381,Supachok,Sarachat,0.292507997,0.74694823,0.269412929,0.362255275,0.241479402,0.98211924,0.6020888,0.846658159,0.381975791,0.019078389
427558,Aziel,Jackson,0.627137214,0.400659321,0.642868252,0.736043064,0.181466225,0.520192252,0.668932626,0.041295307,0.808123525,0.013926771
466031,Michalis,Kosidis,0.533332779,0.410840313,0.423442761,0.756545722,0.184205884,0.633347814,0.147024599,0.918837295,0.35639266,0.968958968
487355,Kacper,Kostorz,0.956972607,0.752198418,0.415961481,0.090728626,0.034935096,0.244068608,0.677177288,0.25747699,0.796429027,0.758618805
514437,Lirim,Qamili,0.895706591,0.522460282,0.848561564,0.709270019,0.223061287,0.721533354,0.393241842,0.216861462,0.592274831,0.347869866
533339,Mohammed,Amoura,0.490213883,0.789093826,0.76086536,0.515530002,0.876397521,0.598267302,0.234951498,0.832175334,0.973559361,0.707749714
540324,Mohamed,Belloumi,0.227045347,0.349125619,0.874651573,0.741410862,0.36974977,0.503452801,0.934111392,0.923385463,0.61501289,0.00919027
548936,Dion,Krasniqi,0.247328605,0.065382089,0.727538839,0.140164176,0.25485864,0.787236687,0.415163616,0.623198615,0.067505542,0.801696005
550466,Nikolaos,Zouglis,0.551819623,0.932644648,0.746140634,0.996964524,0.889632623,0.962849092,0.857530703,0.079173807,0.98166234,0.002806162
583747,Kota,Tawaratsumida,0.48968998,0.316452882,0.181388401,0.301778267,0.525818732,0.88633146,0.543214854,0.900613123,0.294763017,0.670241704
587768,Samuel,Taylor,0.845043581,0.641514185,0.565350746,0.315346412,0.518806049,0.710743766,0.396648562,0.939020729,0.336925462,0.425009268
609676,Pablo,Erustes,0.897619222,0.381030042,0.843972856,0.043245772,0.850740773,0.122660019,0.275627913,0.393744043,0.491305502,0.031405159
559398,Damián,Pizarro,0.845835652,0.460796705,0.862435216,0.261552915,0.110728105,0.685967738,0.273783216,0.732953688,0.993610362,0.244543654
168685,Emre,Akbaba,0.575840388,0.600681059,0.83101291,0.27359613,0.688380398,0.240815018,0.89372257,0.846522979,0.490091099,0.932502998
447124,Efkan,Bekiroglu,0.994905162,0.578631917,0.588275726,0.463397009,0.18133354,0.533673456,0.928738815,0.663890607,0.972858904,0.890265042
200951,Ramazan,Civelek,0.707310945,0.550489347,0.428735915,0.93343901,0.104589256,0.617647195,0.512683785,0.766258481,0.877343385,0.202512605
565662,Kaito,Yasui,0.675012858,0.405777874,0.059997445,0.957635491,0.424154635,0.133050788,0.413188039,0.646878195,0.745404379,0.816399581
546912,Bertug,Yildirim,0.777558415,0.177393095,0.981878791,0.688344609,0.566878235,0.085857526,0.991998394,0.835859858,0.353111084,0.499013117
537634,Juan,Bisanz,0.023149031,0.126001734,0.444971533,0.224528507,0.437430201,0.51148561,0.554763715,0.888723385,0.00921032,0.977140729
478576,Hyeon-Gyu,Oh,0.5772346,0.355241378,0.598669825,0.328943337,0.18701427,0.696937262,0.363780909,0.689190567,0.857221892,0.380681737
520971,Sory,Diarra,0.27191209,0.175025968,0.119398403,0.305371935,0.89501789,0.971281803,0.283204954,0.795220745,0.302194725,0.708249604
56258,Muhammet,Demir,0.385031707,0.368354475,0.491275099,0.673484778,0.868374062,0.40842071,0.737397035,0.398814064,0.990188322,0.826128706
611570,Duncan,McGuire,0.475012204,0.993363293,0.880845639,0.505214352,0.307096704,0.109736949,0.424480518,0.32656365,0.893228077,0.884685874
220247,Bartosz,Pikul,0.311838924,0.875489784,0.313946091,0.753962896,0.3400335,0.8924876,0.278771822,0.611492521,0.502635631,0.254032712
201598,Umut,Nayir,0.491610455,0.550646851,0.480163991,0.187936855,0.205322158,0.466294571,0.362051088,0.435135361,0.837900708,0.837181362
486762,Adel,Bettaieb,0.370567576,0.776375064,0.696560738,0.574813214,0.646254425,0.050332535,0.02076113,0.897437866,0.198100662,0.531517342
449568,Mortadha,Ben Ouanes,0.722486894,0.85009226,0.879878893,0.434143801,0.245211374,0.736406217,0.73174989,0.324468398,0.247970365,0.200128574
213292,David,Akintola,0.514986834,0.696060757,0.042195872,0.444718714,0.079199679,0.83037915,0.427178825,0.190142508,0.859673728,0.955636915
541115,Oguz,Aydin,0.679057248,0.535683211,0.368200835,0.655401424,0.448283605,0.973997147,0.411100574,0.829321955,0.280552413,0.768441328
532578,Daisuke,Yokota,0.862725734,0.451771372,0.283545379,0.425097358,0.376846592,0.882865537,0.008538111,0.581828067,0.134380907,0.729754435
226652,Junior,Flemmings,0.601794002,0.417802278,0.303820821,0.648935952,0.90553585,0.584350543,0.759305903,0.781541313,0.266589999,0.908074118
567491,Ryoya,Yamashita,0.661713244,0.874175572,0.320376061,0.391908498,0.857967841,0.926145208,0.797928301,0.971218918,0.620534185,0.334200705
521418,Viktor,Djukanovic,0.246216796,0.731571551,0.861994011,0.461495995,0.025526838,0.888690014,0.116831748,0.537941311,0.165284662,0.731081534
502294,Alassane,Ndao,0.519058873,0.735801204,0.8717823,0.162978418,0.808226381,0.234521507,0.796718616,0.012294362,0.499035358,0.157235521
457333,Houssam,Ghacha,0.418687613,0.413562901,0.864478256,0.104639061,0.060853859,0.016919169,0.118585786,0.75880017,0.847768672,0.949992174
546712,Jakob,Lemmer,0.642574286,0.458350799,0.698388835,0.296252291,0.652648715,0.642125237,0.130830017,0.183565438,0.673231855,0.423849994
196239,Saba,Lobjanidze,0.139622572,0.738948242,0.348700664,0.582784376,0.199862296,0.232099185,0.612662285,0.127947621,0.676512237,0.477616179
521164,Thiago,Nuss,0.52895126,0.267521953,0.188692677,0.310528334,0.262432956,0.697816877,0.428780988,0.259117785,0.65701605,0.09522375
554806,Vitor Hugo,Roque Ferreira,0.633338485,0.61902699,0.072573979,0.435003726,0.14761919,0.954081365,0.438583227,0.821673269,0.700266734,0.016012895
502384,Jefferson Ruan,Pereira dos Santos,0.587773858,0.209354126,0.168349452,0.324840753,0.750420908,0.239259509,0.007500509,0.677649851,0.184356131,0.855590008
478862,Bryan Alberto,Silva Teixeira Jr.,0.092179104,0.837027414,0.5656432,0.886642698,0.586943554,0.528022185,0.205900842,0.998484927,0.399054323,0.524075934
511591,Rafiki,Saïd,0.962778792,0.517674178,0.145590571,0.303731565,0.345715526,0.825062861,0.020231356,0.067565313,0.167313937,0.724071182
546393,Tommy,Leigh,0.195755891,0.345408306,0.30661629,0.921501086,0.094470417,0.801867121,0.782514966,0.397263968,0.545810618,0.558009181
185221,Matt,Lowe,0.000197187,0.367841787,0.688567651,0.00627773,0.269960364,0.335297882,0.912658799,0.055783945,0.3710445,0.909643926
546179,Josh,Woods,0.072646399,0.628110165,0.337428686,0.119973656,0.525347464,0.356386258,0.103908556,0.428713547,0.060206366,0.979009051
245649,Harvey,Saunders,0.507392713,0.449511302,0.686995783,0.156374984,0.045671384,0.574991841,0.525246695,0.958826872,0.856973187,0.58399619
452846,Sinan,Karweina,0.148032404,0.127748115,0.447066831,0.032678779,0.149490807,0.810885919,0.968908062,0.978690329,0.322919926,0.872076091
477510,Giannis,Konstantelias,0.17127247,0.448339341,0.206369672,0.367648623,0.923994142,0.259973374,0.09054364,0.170560441,0.098658568,0.028075596
168549,Dion,Charles,0.445370413,0.140051318,0.252012999,0.656766498,0.400987373,0.683122254,0.800962322,0.263306248,0.948213201,0.992893758
443139,Oday Ibrahim Mohammad,Dabbagh,0.026822092,0.275686702,0.37369887,0.011563523,0.571517959,0.901015864,0.848571336,0.514268909,0.029385327,0.636301321
449981,Henrique,Martins Pereira,0.304935366,0.862163364,0.741786478,0.452507003,0.498031574,0.65318331,0.929481352,0.485400656,0.665840118,0.401364375
210440,Mark,Sykes,0.032889771,0.293164414,0.201060592,0.279059377,0.935850509,0.857950137,0.508229109,0.193133459,0.335135124,0.879032634
428421,Stefano,Surdanovic,0.955734667,0.921274542,0.062359812,0.710097426,0.028152123,0.973291402,0.722776262,0.506297472,0.560544924,0.576155715
234050,Jared,Stroud,0.575610209,0.549740382,0.551692265,0.830435216,0.782260446,0.835946065,0.269508346,0.38006612,0.967423872,0.546583703
543825,Marco,Pasalic,0.597887658,0.749185317,0.092770828,0.130193887,0.790549453,0.542508357,0.326666159,0.332375103,0.561516429,0.666542661
554136,Rodney,Elongo-Yombo,0.342814255,0.476405747,0.635548699,0.971466185,0.081112623,0.833401867,0.451124982,0.463703081,0.97050731,0.020167003
487523,Ted,Tattermusch,0.699678229,0.107470628,0.021977576,0.165263801,0.478600024,0.083364929,0.101512359,0.051149839,0.455524688,0.887787476
222747,Luis,Benites,0.538780024,0.378039614,0.800293856,0.231796873,0.258771937,0.832211404,0.291478784,0.05708861,0.326677244,0.6119801
189626,Santiago,Giordana,0.88372446,0.619311243,0.059610321,0.994956477,0.139392627,0.413475659,0.395232555,0.312423965,0.955754344,0.624836926
440538,Michael,Fuentes,0.583199287,0.95293131,0.166157083,0.287715526,0.661107427,0.422805795,0.152898756,0.617898993,0.983029171,0.333810299
501425,Edinson,Mero,0.039500978,0.137868453,0.599193,0.992908949,0.659270578,0.56523932,0.787612215,0.619307418,0.096044982,0.663083919
231269,Jostin,Alman,0.085445056,0.673501828,0.740219895,0.747395519,0.521191006,0.046045443,0.802890929,0.859259764,0.003111231,0.262884495
428061,Abobaker Mamoun,Eisa,0.272717969,0.029860329,0.330038634,0.460935583,0.582513411,0.041167931,0.663906331,0.885353675,0.644340349,0.075546374
551971,Baptiste,Mouazan,0.282903463,0.16100913,0.047693634,0.456755628,0.878291621,0.301024691,0.280943586,0.087762686,0.718209257,0.113995337
510444,Mohamed,Bouldini,0.932193222,0.705422265,0.683593059,0.535064644,0.235305604,0.849395131,0.394958884,0.251300315,0.757616682,0.999655072
420997,Lars,Olden Larsen,0.970760154,0.500610618,0.896943608,0.63908182,0.310050633,0.811726969,0.545760465,0.48946519,0.915446319,0.733525833
534815,Piero,Quispe,0.858370133,0.539097186,0.680193797,0.846160137,0.754882812,0.165616535,0.346448634,0.317648851,0.647282098,0.414671597
210065,Jamie,McGrath,0.788692033,0.025706925,0.797407697,0.13030697,0.442273616,0.301752815,0.944186349,0.600337747,0.551632754,0.497307675
109195,Jamie,Walker,0.281904383,0.016442719,0.261334953,0.117113216,0.147662553,0.357435964,0.362421022,0.630585818,0.229692298,0.066752202
